course_name,course_type,institution,cutoff_2024,cutoff_2023,cutoff_2022,cutoff_2021
BACHELOR OF HOTEL MANAGEMENT,Degree,THARAKA UNIVERSITY,22.406,24.269,24.477,22.544
BACHELOR OF SCIENCE IN COMPUTER SYSTEMS ENGINEERING,Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40.33,40.823,39.921,39.505
"BACHELOR OF TECHNOLOGY IN WATER, IRRIGATION AND ENVIRONMENTAL ENGINEERING",Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF TECHNOLOGY IN MECHANICAL VENTILATION AND AIR CONDITIONING,Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE IN ENVIRONMENTAL RESOURCE MANAGEMENT,Degree,AFRICA NAZARENE UNIVERSITY,,15.864,17.043,
BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT AND CONSERVATION,Degree,TURKANA UNIVERSITY COLLEGE,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL MANAGEMENT),Degree,SOUTH EASTERN KENYA UNIVERSITY,,15.864,17.043,17.459
"BACHELOR OF ARTS (GENDER, WOMEN AND DEVELOPMENT STUDIES)",Degree,EGERTON UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,Degree,EGERTON UNIVERSITY,,15.864,17.043,17.459
"BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT)",Degree,KENYATTA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),Degree,LUKENYA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF MUSIC THEORY AND COMPOSITION,Degree,KABARAK UNIVERSITY,,23.417,22.829,23.07
BACHELOR OF MUSIC,Degree,TECHNICAL UNIVERSITY OF KENYA,,23.417,26.195,23.07
BACHELOR OF MUSIC,Degree,KENYATTA UNIVERSITY,,25.152,29.138,24.804
BACHELOR OF MUSIC PRODUCTION TECHNOLOGY,Degree,KABARAK UNIVERSITY,,23.417,22.829,23.07
BACHELOR OF MUSIC (TECHNOLOGY),Degree,KENYATTA UNIVERSITY,,23.417,22.829,23.07
BACHELOR OF TECHNOLOGY IN BUILDING CONSTRUCTION,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,29.989,27.912,34.311,32.465
BACHELOR OF TECHNOLOGY IN CONSTRUCTION MANAGEMENT,Degree,KIRINYAGA UNIVERSITY,,18.392,18.692,
BACHELOR OF TECHNOLOGY IN BUILDING CONSTRUCTION,Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,28.866,28.73,34.67,35.334
BACHELOR OF TECHNOLOGY (BUILDING CONSTRUCTION),Degree,TECHNICAL UNIVERSITY OF KENYA,32.502,32.452,35.865,36.75
BACHELOR OF SCIENCE IN LABORATORY SCIENCES,Degree,KENYA METHODIST UNIVERSITY,25.065,27.126,23.953,34.621
BACHELOR OF SCIENCE (LABORATORY SCIENCE AND TECHNOLOGY),Degree,KISII UNIVERSITY,24.078,24.939,28.499,29.132
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION AND RURAL DEVELOPMENT),Degree,KISII UNIVERSITY,28.682,21.858,17.043,17.459
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),Degree,UNIVERSITY OF KABIANGA,28.771,21.858,23.891,26.191
BACHELOR OF EDUCATION IN TECHNOLOGY (BUILDING & CIVIL TECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,26.583,29.236,16.787
BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING),Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,,27.847,30.763,16.787
BACHELOR OF EDUCATION TECHNOLOGY (CIVIL ENGINEERING),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,29.437,24.909,16.787
BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC TECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,26.21,29.832,29.271,16.787
BACHELOR OF EDUCATION TECHNOLOGY (ELECTRICAL & ELECTRONICS ENGINEERING),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,27.147,27.595,16.787
BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC ENGINEERING),Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,27.944,25.702,31.808,16.787
BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICALTECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,25.753,27.664,16.787
BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICAL ENGINEERING),Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,,27.517,29.667,16.787
BACHELOR OF EDUCATION TECHNOLOGY (MECHANICAL ENGINEERING),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.683,24.377,16.787
BACHELOR OF ARTS PERFORMING ARTS AND FILM TECHNOLOGY,Degree,KCA UNIVERSITY,,22.449,22.916,26.725
BACHELOR OF ARTS (THEATER ARTS & FILM TECHNOLOGY),Degree,KENYATTA UNIVERSITY,27.17,23.977,30.14,30.322
"BACHELOR OF ARTS (DRAMA AND THEATRE STUDIES, WITH IT)",Degree,MASENO UNIVERSITY,22.76,22.449,22.916,22.926
BACHELOR OF SCIENCE (HEALTH PROMOTION AND SPORTS SCIENCE),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,19.92,20.402,20.72
BACHELOR OF SCIENCE (HEALTH PROMOTION),Degree,KENYATTA UNIVERSITY,21.845,19.92,26.232,26.063
BACHELOR OF TECHNOLOGY (TELECOMMUNICATION AND INFORMATION ENGINEERING),Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE (GEOPHYSICS AND MINERALOGY),Degree,KISII UNIVERSITY,,15.683,17.363,17.802
BACHELOR OF INDUSTRIAL TECHNOLOGY,Degree,EGERTON UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE IN GAMING AND ANIMATION TECHNOLOGY,Degree,KCA UNIVERSITY,23.169,24.373,,
"BACHELOR OF SCIENCE IN ENVIRONMENT, LANDS AND SUSTAINABLE INFRASTRUCTURE",Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,15.864,17.043,17.459
BACHELOR OF ARTS IN MEDIA AND COMMUNICATION STUDIES,Degree,UNIVERSITY OF EMBU,25.771,24.75,29.04,
BACHELOR OF ARTS IN MASS MEDIA AND COMMUNICATION,Degree,MOUNT KENYA UNIVERSITY,,25.054,28.003,31.829
BACHELOR OF ACCOUNTING,Degree,UNIVERSITY OF EMBU,29.169,27.443,19.914,
BACHELOR OF ACCOUNTING AND FINANCE,Degree,ZETECH UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ACCOUNTANCY AND FINANCIAL MANAGEMENT,Degree,AFRICA INTERNATIONAL UNIVERSITY,,18.831,19.914,20.1
"BACHELOR OF SCIENCE IN MARKETING, INNOVATION AND TECHNOLOGY",Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,21.375,21.444,22.544
BACHELOR OF SCIENCE IN BUSINESS INNOVATION AND TECHNOLOGY MANAGEMENT,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF SCIENCE IN ENVIRONMENTAL ECONOMICS AND POLICY,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,Degree,UNIVERSITY OF ELDORET,,15.864,,
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,Degree,KENYATTA UNIVERSITY,20.715,15.864,27.669,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL MANAGEMENT),Degree,MAASAI MARA UNIVERSITY,,15.864,,
BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND MANAGEMENT,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,15.864,17.043,17.459
BACHELOR OF SCIENCE (MATHEMATICS WITH COMPUTING),Degree,UNIVERSITY OF EMBU,,18.814,18.638,19.223
BACHELOR OF SCIENCE (MATHEMATICS WITH COMPUTING),Degree,KISII UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE (WATER AND ENVIRONMENTAL ENGINEERING),Degree,EGERTON UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE (WATER AND ENVIRONMENTAL ENGINEERING),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,15.982,16.787
BACHELOR OF SCIENCE IN SOIL ENVIRONMENT & LAND USE MANAGEMENT),Degree,EGERTON UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF INFORMATION SCIENCE,Degree,KISII UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF INFORMATION SCIENCE,Degree,UNIVERSITY OF NAIROBI,,21.375,21.444,22.544
BACHELOR OF ARTS IN KISWAHILI AND GEOGRAPHY,Degree,CHUKA UNIVERSITY,20.148,18.144,28.304,26.516
BACHELOR OF TECHNOLOGY IN COSMETOLOGY AND BEAUTY SCIENCE,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,22.885,22.449,25.705,22.926
BACHELOR OF TECHNOLOGY IN APPLIED PHYSICS (ELECTRONICS & INSTRUMENTATION),Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.683,15.982,16.787
BACHELOR OF TECHNOLOGY IN ELECTRICAL AND COMPUTER ENGINEERING,Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF TECHNOLOGY IN RENEWABLE ENERGY & ENVIRONMENTAL PHYSICS,Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.683,15.982,16.787
BACHELOR OF TECHNOLOGY IN RENEWABLE ENERGY,Degree,KIRINYAGA UNIVERSITY,,,15.982,16.787
"BACHELOR OF TECHNOLOGY IN WATER, SANITATION AND HABITAT ENGINEERING",Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF TECHNOLOGY IN INSTRUMENTATION & CONTROL ENGINEERING,Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE (MINING PHYSICS),Degree,CHUKA UNIVERSITY,,15.683,17.363,17.802
BACHELOR OF ENGINEERING PHYSICS,Degree,CHUKA UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF SCIENCE IN INFORMATION SYSTEMS AND KNOWLEDGE MANAGEMENT,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,,21.444,22.544
BACHELOR OF SCIENCE IN INFORMATION SYSTEMS AND KNOWLEDGE MANAGEMENT,Degree,KAIMOSI FRIENDS UNIVERSITY,,,21.444,22.544
BACHELOR OF ARTS IN CHAPLAINCY,Degree,KABARAK UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF SCIENCE IN APPLIED STATISTICS AND DATA SCIENCE,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,24.213,18.814,18.638,19.223
BACHELOR OF TECHNICAL EDUCATION,Degree,KIRINYAGA UNIVERSITY,,15.683,15.982,
BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),Degree,MOI UNIVERSITY,,15.683,15.982,16.787
BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),Degree,UNIVERSITY OF ELDORET,,15.683,22.846,16.787
BACHELOR OF EDUCATION SCIENCE,Degree,KIRINYAGA UNIVERSITY,29.343,28.513,24.063,
BACHELOR OF ECONOMICS AND MATHEMATICS,Degree,KIRINYAGA UNIVERSITY,,18.831,,
BACHELOR OF TECHNOLOGY IN HOSPITALITY MANAGEMENT,Degree,TECHNICAL UNIVERSITY OF MOMBASA,22.771,21.375,23.636,24.417
BACHELOR OF SCIENCE (WATER RESOURCES AND ENVIRONMENT MANAGEMENT),Degree,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF VETERINARY MEDICINE AND SURGERY,Degree,EGERTON UNIVERSITY,36.836,38.317,38.443,36.55
BACHELOR OF VETERINARY MEDICINE,Degree,UNIVERSITY OF NAIROBI,37.826,37.747,39.091,38.263
BACHELOR OF SCIENCE (DISASTER PREPAREDNESS AND ENVIRONMENTALTECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,22.449,22.916,22.926
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.683,15.982,16.787
BACHELOR OF SCIENCE IN RENEWABLE ENERGY AND TECHNOLOGY,Degree,MULTIMEDIA UNIVERSITY OF KENYA,,15.683,15.982,16.787
BACHELOR OF SCIENCE IN RENEWABLE ENERGY TECHNOLOGY,Degree,TURKANA UNIVERSITY COLLEGE,,15.683,15.982,16.787
BACHELOR OF SCIENCE (ACCOUNTING),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,27.98,26.666,19.914,28.181
BACHELOR OF SCIENCE IN APPLIED ACCOUNTING,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,23.215,18.831,19.914,20.1
BACHELOR OF SCIENCE (ACCOUNTANCY),Degree,TECHNICAL UNIVERSITY OF KENYA,35.097,37.185,36.475,37.14
BACHELOR OF ARTS (DISASTER MANAGEMENT AND PEACE STUDIES),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,22.449,22.916,22.926
BACHELOR OF ARTS (SOCIOLOGY & RELIGIOUS STUDIES),Degree,EGERTON UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF ARTS IN RELIGION,Degree,MAASAI MARA UNIVERSITY,,20.93,,
BACHELOR OF SCIENCE IN CHEMISTRY,Degree,KISII UNIVERSITY,,15.683,15.982,16.787
"BACHELOR OF SCIENCE CHEMISTRY ( INORGANIC, PHYSICAL AND ORGANIC OPTIONS)",Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.683,,16.787
BACHELOR OF SCIENCE IN NETWORKS AND COMMUNICATION SYSTEMS,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,18.814,18.638,19.223
BACHELOR OF SCIENCE (BIOSTATISTICS),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,24.755,25.775,27.028,26.32
BACHELOR OF SCIENCE IN COMPUTER INFORMATION SYSTEMS,Degree,KENYA METHODIST UNIVERSITY,,18.814,,19.223
BACHELOR OF TECHNOLOGY IN APPLIED CHEMISTRY (ANALYTICAL AND INDUSTRIAL OPTIONS),Degree,TECHNICAL UNIVERSITY OF MOMBASA,,15.683,15.982,16.787
BACHELOR OF MEDICAL LABORATORY SCIENCES,Degree,TECHNICAL UNIVERSITY OF MOMBASA,33.187,35.897,35.103,33.589
BACHELOR OF TECHNOLOGY (MEDICAL LABORATORY SCIENCE),Degree,TECHNICAL UNIVERSITY OF KENYA,35.835,38.712,37.612,37.268
BACHELOR OF ARTS IN JOURNALISM AND DIGITAL MEDIA,Degree,KCA UNIVERSITY,,22.449,24.51,29.637
BACHELOR OF ARTS IN JOURNALISM AND DIGITAL MEDIA,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,26.578,24.027,29.349,28.786
BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT,Degree,KCA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND DEVELOPMENT),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,26.936,22.449,29.989,28.394
BACHELOR OF SCIENCE IN BIOSAFETY AND BIOSECURITY,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.683,,
BACHELOR OF SCIENCE IN RANGELAND ECOSYSTEM MANAGEMENT,Degree,TAITA TAVETA UNIVERSITY,,16.274,,
"BACHELOR OF EDUCATION (FRENCH, WITH IT)",Degree,TOM MBOYA UNIVERSITY,,,22.358,22.636
"BACHELOR OF EDUCATION (FRENCH, WITH IT)",Degree,MASENO UNIVERSITY,27.515,26.243,27.406,22.636
BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,Degree,MOUNT KENYA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,,25.282,30.595,26.891
"BACHELOR OF SCIENCE IN FOODS, NUTRITION AND DIETETICS",Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,15.864,17.043,17.459
BACHELOR OF SCIENCE IN COMMUNITY NUTRITION AND HEALTH DEVELOPMENT,Degree,GREAT LAKES UNIVERSITY OF KISUMU,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),Degree,KENYATTA UNIVERSITY,29.526,25.421,31.296,28.985
BACHELOR OF SCIENCE (ANIMAL HEALTH & PRODUCTION),Degree,MAASAI MARA UNIVERSITY,23.477,15.864,27.403,17.459
BACHELOR OF SCIENCE (ANIMAL HEALTH AND PRODUCTION),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,24.972,25.625,17.459
BACHELOR OF TECHNOLOGY (HOTEL AND RESTAURANT MANAGEMENT),Degree,TECHNICAL UNIVERSITY OF KENYA,24.85,24.783,27.947,27.084
BACHELOR OF SCIENCE IN FORESTRY ECOSYSTEM MANAGEMENT,Degree,MAASAI MARA UNIVERSITY,,,17.043,17.459
BACHELOR OF SCIENCE IN FORESTRY,Degree,SOUTH EASTERN KENYA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF PUBLIC POLICY AND ADMINISTRATION,Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,22.152,22.449,25.661,
BACHELOR OF PUBLIC POLICY AND ADMINISTRATION,Degree,KENYATTA UNIVERSITY,30.243,28.342,32.94,32.182
BACHELOR OF ARTS IN ANTHROPOLOGY,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,22.449,22.916,22.926
BACHELOR OF ARTS IN ANTHROPOLOGY,Degree,PWANI UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF ARTS (ANTHROPOLOGY),Degree,UNIVERSITY OF NAIROBI,,22.449,22.916,22.926
BACHELOR OF ENGINEERING (GEOSPATIAL ENGINEERING),Degree,TECHNICAL UNIVERSITY OF KENYA,35.033,34.502,37.616,37.992
BACHELOR OF SCIENCE (GEOSPATIAL ENGINEERING),Degree,UNIVERSITY OF NAIROBI,36.025,35.105,38.483,36.625
BACHELOR OF SCIENCE (MARINE ENGINEERING),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,35.744,35.669,37.795,35.992
BACHELOR OF ENVIRONMENTAL STUDIES AND COMMUNITY DEVELOPMENT,Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL STUDIES AND COMMUNITY DEVELOPMENT,Degree,KENYATTA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL STUDIES (COMMUNITY DEVELOPMENT),Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL STUDIES (ARTS),Degree,UNIVERSITY OF ELDORET,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL STUDIES,Degree,UNIVERSITY OF KABIANGA,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN ENTOMOLOGY AND PARASITOLOGY,Degree,UNIVERSITY OF ELDORET,,15.683,,
BACHELOR OF SCIENCE (CROP PROTECTION),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.864,17.043,
BACHELOR OF SCIENCE (CROP PROTECTION),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.864,17.043,
BACHELOR OF TECHNOLOGY (INDUSTRIAL AND APPLIED CHEMISTRY),Degree,TECHNICAL UNIVERSITY OF KENYA,,25.448,25.966,24.649
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),Degree,MOI UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF EDUCATION (ARTS) FINE ART,Degree,KENYATTA UNIVERSITY,26.802,27.035,27.477,27.521
BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,23.852,24.6,27.223,30.8
"BACHELOR OF ARTS IN DESIGN (INTERIOR DESIGN, WITH IT)",Degree,MASENO UNIVERSITY,21.3,15.864,28.559,23.168
BACHELOR OF ARTS INTERIOR DESIGN,Degree,UNIVERSITY OF NAIROBI,32.597,34.667,35.659,35.648
BACHELOR OF SCIENCE (LAND RESOURCE PLANNING & MANAGEMENT),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (MICROPROCESSOR TECHNOLOGY AND INSTRUMENTATION),Degree,UNIVERSITY OF NAIROBI,,15.683,30.773,26.775
BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (GEOPHYSICS),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,17.363,17.802
BACHELOR OF SPORTS SCIENCE & MANAGEMENT,Degree,LAIKIPIA UNIVERSITY,,19.92,20.402,20.72
BACHELOR OF SPORTS MANAGEMENT,Degree,MOI UNIVERSITY,,19.92,20.402,20.72
BACHELOR OF SCIENCE IN ELECTRONICS,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,15.683,15.982,16.787
BACHELOR OF SCIENCE (FINANCE),Degree,KOITALEEL SAMOEI UNIVERSITY COLLEGE,,18.831,,
BACHELOR OF ARTS (ENGLISH & COMMUNICATION),Degree,LAIKIPIA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE IN FINANCE AND STATISTICS,Degree,MOUNT KENYA UNIVERSITY,,18.831,19.914,20.1
"BACHELOR OF ARTS (URBAN AND REGIONAL PLANNING, WITH IT)",Degree,MASENO UNIVERSITY,,18.392,18.692,19.039
BACHELOR OF SCIENCE IN AGRIBUSINESS ECONOMICS AND FOOD INDUSTRY MANAGEMENT,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.864,16.974,22.002
BACHELOR OF CONSTRUCTION MANAGEMENT,Degree,UNIVERSITY OF NAIROBI,34.163,30.243,37.326,36.098
BACHELOR OF CONSTRUCTION MANAGEMENT,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,34.616,32.379,37.78,37.062
BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.864,24.544,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION),Degree,UNIVERSITY OF ELDORET,,15.864,17.043,17.459
BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,38.053,37.472,39.652,38.147
BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,26.288,27.909,33.82,33.333
BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),Degree,PWANI UNIVERSITY,,15.683,15.982,27.625
BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),Degree,KENYATTA UNIVERSITY,27.365,29.104,37.241,36.572
BACHELOR OF JUSTICE AND PEACE,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,22.449,22.916,22.926
BACHELOR OF ARTS (HUMAN RIGHTS),Degree,UNIVERSITY OF KABIANGA,,22.449,22.916,22.926
BACHELOR OF ARTS (PEACE EDUCATION),Degree,LAIKIPIA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF FILM PRODUCTION AND ANIMATION,Degree,MULTIMEDIA UNIVERSITY OF KENYA,26.027,26.903,30.864,29.308
BACHELOR OF FILM AND ANIMATION STUDIES,Degree,MOUNT KENYA UNIVERSITY,,22.449,28.01,28.056
BACHELOR OF SCIENCE IN MATERIALS AND METALLURGICAL ENGINEERING,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.683,15.982,
BACHELOR OF SCIENCE (INFORMATION SYSTEMS),Degree,MASENO UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF JOURNALISM,Degree,ZETECH UNIVERSITY,,22.449,22.916,24.57
BACHELOR OF JOURNALISM,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,30.976,29.749,33.837,32.312
BACHELOR OF JOURNALISM,Degree,MULTIMEDIA UNIVERSITY OF KENYA,30.494,29.043,33.246,32.665
BACHELOR OF SCIENCE (ENVIRONMENTAL HORTICULTURE & LANDSCAPING TECHNOLOGY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN APPLIED ANIMAL LABORATORY SCIENCE,Degree,UNIVERSITY OF ELDORET,,15.864,,
"BACHELOR OF ARTS IN LITERATURE, THEATRE AND FILM",Degree,MAASAI MARA UNIVERSITY,,22.449,22.916,22.926
BACHELOR OF SCIENCE IN APPLIED OPTICS AND LASERS,Degree,MULTIMEDIA UNIVERSITY OF KENYA,,15.683,15.982,16.787
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONIC ENGINEERING),Degree,TECHNICAL UNIVERSITY OF KENYA,36.409,38.208,37.077,39.67
BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),Degree,MOI UNIVERSITY,,36.366,35.911,32.034
BA IN BIBLICAL STUDIES,Degree,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,,20.93,19.67,19.956
BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,Degree,UNIVERSITY OF KABIANGA,26.219,23.873,22.358,22.636
