course_name,course_type,institution,cutoff_2024,cutoff_2023,cutoff_2022,cutoff_2021
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),Degree,MOI UNIVERSITY,,29.944,29.424,31.822
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),Degree,KENYATTA UNIVERSITY,26.591,28.791,29.014,29.409
BACHELOR OF HUMAN RESOURCE MANAGEMENT,Degree,KISII UNIVERSITY,25.726,23.579,25.762,25.334
BACHELOR OF HUMAN RESOURCE MANAGEMENT,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,29.337,27.86,29.074,27.774
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,GARISSA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,KIRINYAGA UNIVERSITY,22.665,23.135,,
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,TECHNICAL UNIVERSITY OF MOMBASA,28.452,,,
BACHELOR OF SCIENCE IN HUMAN REOURCE MANAGEMENT,Degree,RONGO UNIVERSITY,21.486,22.86,25.574,23.052
BACHELOR OF HUMAN RESOURCE MANAGEMENT,Degree,KENYATTA UNIVERSITY,32.565,33.99,32.725,35.116
"BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT, WITH IT",Degree,TOM MBOYA UNIVERSITY,22.366,,,
"BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT, WITH IT",Degree,MASENO UNIVERSITY,28.799,27.266,28.744,27.071
BACHELOR OF HUMAN RESOURCES MANAGEMENT,Degree,KARATINA UNIVERSITY,24.975,23.556,25.318,26.315
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,BOMET UNIVERSITY COLLEGE,22.476,21.375,21.444,22.544
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,MOI UNIVERSITY,22.423,26.656,28.243,27.251
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,23.632,21.375,25.352,24.746
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,MAASAI MARA UNIVERSITY,22.084,21.375,25.041,25.743
BACHELOR OF SCIENCE (HUMAN RESOURCE MANAGEMENT),Degree,UNIVERSITY OF KABIANGA,23.618,23.016,25.201,25.86
BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,30.427,29.685,30.688,30.061
BACHELOR OF SCIENCE IN HUMAN RESOURCE MANAGEMENT,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,24.659,23.523,26.819,26.405
BACHELOR OF SCIENCE (FOOD NUTRITION & DIETETICS),Degree,EGERTON UNIVERSITY,25.147,25.471,29.18,17.459
BACHELOR OF SCIENCE IN FOOD NUTRITION AND DIETETICS,Degree,KISII UNIVERSITY,,15.864,25.164,17.459
BACHELOR OF SCIENCE IN FOOD NUTRITION AND DIETETICS,Degree,MACHAKOS UNIVERSITY,,15.864,24.992,17.459
BACHELOR OF SCIENCE (FOOD NUTRITION AND DIETETICS),Degree,UNIVERSITY OF NAIROBI,31.912,31.104,33.75,33.832
BACHELOR OF SCIENCE (FOOD NUTRITION AND DIETETICS),Degree,SOUTH EASTERN KENYA UNIVERSITY,,15.864,17.043,17.459
"BACHELOR OF SCIENCE (FOOD, NUTRITION & DIETETICS)",Degree,KENYATTA UNIVERSITY,23.451,30.185,33.006,33.435
"BACHELOR OF SCIENCE (NUTRITION AND DIETETICS, WITH IT)",Degree,TOM MBOYA UNIVERSITY,,,17.043,17.459
"BACHELOR OF SCIENCE (NUTRITION AND DIETETICS, WITH IT)",Degree,MASENO UNIVERSITY,,26.579,29.299,17.459
BACHELOR OF SCIENCE (FOOD NUTRITION & DIETETICS),Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
"BACHELOR OF SCIENCE IN FOOD, NUTRITION AND DIETETICS",Degree,MAASAI MARA UNIVERSITY,,15.864,25.478,17.459
BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE AND TECHNOLOGY),Degree,CHUKA UNIVERSITY,34.106,32.603,35.522,34.613
BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE & TECHNOLOGY),Degree,EGERTON UNIVERSITY,35.041,35.782,36.066,35.523
BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES & TECHNOLOGY,Degree,KISII UNIVERSITY,33.536,34.532,34.984,33.751
BACHELOR OF TECHNOLOGY (SCIENCE LABORATORY TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF KENYA,35.596,35.428,37.022,36.062
BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE AND TECHNOLOGY,Degree,LAIKIPIA UNIVERSITY,30.791,27.967,32.967,32.153
BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES & TECHNOLOGY,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,24.733,17.043,
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,37.268,38.872,38.739,37.83
BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,Degree,KISII UNIVERSITY,38.05,38.842,38.7,37.782
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE & TECHNOLOGY),Degree,UNIVERSITY OF NAIROBI,38.753,41.309,41.139,41.347
"BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES, WITH IT)",Degree,MASENO UNIVERSITY,38.368,39.343,39.359,38.946
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),Degree,ALUPE UNIVERSITY,36.185,33.959,36.312,34.711
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),Degree,TOM MBOYA UNIVERSITY,35.208,,,
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),Degree,MOI UNIVERSITY,34.368,,39.955,39.566
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE),Degree,KENYATTA UNIVERSITY,38.844,41.175,41.0,40.632
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES),Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,34.746,38.044,37.873,36.974
BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,Degree,MOUNT KENYA UNIVERSITY,38.535,37.868,37.079,40.04
BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,40.314,40.675,40.68,40.319
BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,Degree,KARATINA UNIVERSITY,37.094,30.11,,
BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,35.249,38.08,38.188,37.411
BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",31.769,30.11,28.532,36.257
BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,Degree,SOUTH EASTERN KENYA UNIVERSITY,36.32,36.584,37.12,35.971
BACHELOR OF SCIENCE (OCCUPATIONAL HEALTH & SAFETY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,27.53,26.923,30.087,24.6
BACHELOR OF SCIENCE (OCCUPATIONAL HEALTH & SAFETY),Degree,KENYATTA UNIVERSITY,29.453,25.552,30.929,29.149
BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,33.138,32.57,33.161,31.183
BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,Degree,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,,15.864,17.043,17.459
BACHELOR OF ARTS (ECONOMICS & SOCIOLOGY),Degree,CHUKA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ARTS (ECONOMICS & SOCIOLOGY),Degree,EGERTON UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ARTS (ECONOMICS AND SOCIOLOGY),Degree,KISII UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ARTS (ECONOMICS AND SOCIOLOGY),Degree,LAIKIPIA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ECONOMICS & STATISTICS,Degree,KIRINYAGA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ECONOMICS AND STATISTICS,Degree,KCA UNIVERSITY,,18.831,19.914,28.445
BACHELOR OF ECONOMICS AND STATISTICS,Degree,UNIVERSITY OF EMBU,,18.831,19.914,20.1
BACHELOR OF ECONOMICS AND STATISTICS,Degree,KISII UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ECONOMICS AND STATISTICS,Degree,KABARAK UNIVERSITY,,18.831,19.914,28.115
BACHELOR OF ECONOMICS & STATISTICS,Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,18.831,19.914,
BACHELOR OF ECONOMICS & STATISTICS,Degree,CATHOLIC UNIVERSITY OF EASTERN AFRICA,,18.831,19.914,
BACHELOR OF ECONOMICS & STATISTICS,Degree,MACHAKOS UNIVERSITY,,23.151,19.914,22.145
BACHELOR OF ECONOMICS & STATISTICS,Degree,KENYATTA UNIVERSITY,29.878,32.118,28.213,36.104
BACHELOR OF ECONOMICS AND STATISTICS,Degree,OPEN UNIVERSITY OF KENYA,,18.831,,
BACHELOR OF ECONOMICS AND STATISTICS,Degree,ZETECH UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF ECONOMICS AND STATISTICS,Degree,MOUNT KENYA UNIVERSITY,,18.831,19.914,32.652
BACHELOR OF ECONOMICS AND STATISTICS,Degree,UNIVERSITY OF NAIROBI,30.303,34.507,33.223,37.843
BACHELOR OF ECONOMICS AND STATISTICS,Degree,SOUTH EASTERN KENYA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),Degree,CHUKA UNIVERSITY,,18.831,19.914,26.14
BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,18.831,19.914,26.288
BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),Degree,EGERTON UNIVERSITY,21.92,24.112,19.914,25.424
BACHELOR OF SCIENCE IN APPLIED STATISTICS AND ECONOMICS,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,21.802,23.543,19.914,20.1
BACHELOR OF SCIENCE (ECONOMICS AND STATISTICS),Degree,THARAKA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (ECONOMICS AND STATISTICS),Degree,KAIMOSI FRIENDS UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (ECONOMICS AND STATISTICS),Degree,LAIKIPIA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF SCIENCE (ECONOMICS & STATISTICS),Degree,MAASAI MARA UNIVERSITY,,18.831,19.914,20.1
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,30.772,26.774,25.941,22.544
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,Degree,CHUKA UNIVERSITY,22.103,,,
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,Degree,KCA UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,Degree,KABARAK UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,Degree,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,,21.375,21.444,22.544
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,Degree,ST PAULS UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE (MANUFACTURING ENGINEERING & TECHNOLOGY),Degree,EGERTON UNIVERSITY,34.202,31.443,33.73,26.371
BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),Degree,CHUKA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),Degree,RONGO UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCES),Degree,EGERTON UNIVERSITY,22.095,15.864,21.994,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,Degree,KISII UNIVERSITY,23.519,15.864,17.043,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,Degree,KABARAK UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,15.864,17.043,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,Degree,MOI UNIVERSITY,,15.864,25.62,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,27.687,25.137,29.744,26.311
BACHELOR OF ENVIRONMENTAL STUDIES (SCIENCE),Degree,UNIVERSITY OF ELDORET,,15.864,17.043,17.459
"BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE, WITH IT)",Degree,TOM MBOYA UNIVERSITY,,15.864,17.043,17.459
"BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE, WITH IT)",Degree,MASENO UNIVERSITY,21.584,15.864,23.036,17.459
BACHELOR OF SCIENCE IN ENVIRONMENTAL STUDIES,Degree,KARATINA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL STUDIES (COMMUNITY DEVELOPMENT),Degree,MACHAKOS UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),Degree,LAIKIPIA UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF SCIENCE(ENVIRONMENTAL STUDIES),Degree,MAASAI MARA UNIVERSITY,,15.864,17.043,
BACHELOR OF ENVIRONMENTAL SCIENCE,Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,,15.864,17.043,
BACHELOR OF ENVIRONMENTAL SCIENCE,Degree,TURKANA UNIVERSITY COLLEGE,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL SCIENCE,Degree,MACHAKOS UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL SCIENCE,Degree,PWANI UNIVERSITY,,15.864,17.043,17.459
BACHELOR OF ENVIRONMENTAL SCIENCE,Degree,KENYATTA UNIVERSITY,24.298,15.864,27.664,22.708
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS & RESOURCE MANAGEMENT),Degree,RONGO UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURE ECONOMICS & RESOURCE MANAGEMENT),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.864,16.974,17.459
BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT),Degree,TURKANA UNIVERSITY COLLEGE,,15.864,16.974,
BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT),Degree,KIBABII UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL RESOURCE MANAGEMENT),Degree,KENYATTA UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT),Degree,KAIMOSI FRIENDS UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT),Degree,MOI UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT),Degree,UNIVERSITY OF KABIANGA,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS & RESOURCE MANAGEMENT),Degree,BOMET UNIVERSITY COLLEGE,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS & RESOURCE MANAGEMENT),Degree,MAASAI MARA UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS),Degree,CHUKA UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS),Degree,EGERTON UNIVERSITY,22.981,15.864,16.974,17.459
BACHELOR OF SCIENCE IN AGRICULTURAL ECONOMICS,Degree,KISII UNIVERSITY,,15.864,16.974,
BACHELOR OF AGRICULTURAL ECONOMICS AND MARKETING,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS,Degree,LAIKIPIA UNIVERSITY,,15.864,16.974,17.459
"BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS, WITH IT)",Degree,TOM MBOYA UNIVERSITY,,15.864,16.974,17.459
"BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS, WITH IT)",Degree,MASENO UNIVERSITY,,15.864,16.974,17.459
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS),Degree,UNIVERSITY OF ELDORET,,15.864,16.974,17.459
BACHELOR OF SCIENCE (CLOTHING TEXTILE & INTERIOR DESIGN),Degree,EGERTON UNIVERSITY,23.611,23.553,27.736,17.459
BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY),Degree,KIRINYAGA UNIVERSITY,,15.864,17.388,17.459
BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY),Degree,RONGO UNIVERSITY,,15.864,24.279,17.459
"BACHELOR OF ARTS (TEXTILE, FASHION DESIGN AND MERCHANDISING, WITH IT)",Degree,MASENO UNIVERSITY,,15.864,25.364,17.459
BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY),Degree,"UNIVERSITY OF EASTERN AFRICA, BARATON",,15.864,17.388,17.459
BACHELOR OF SCIENCE IN TEXTILE TECHNOLOGY & APPLIED FASHION DESIGN,Degree,SOUTH EASTERN KENYA UNIVERSITY,,15.864,17.388,17.459
BACHELOR OF SCIENCE (FASHION DESIGN & MARKETING),Degree,KENYATTA UNIVERSITY,25.263,26.002,30.742,29.317
BACHELOR OF SCIENCE IN FASHION DESIGN AND MARKETING,Degree,MACHAKOS UNIVERSITY,,15.864,22.648,17.459
BACHELOR OF SCIENCE (APPAREL & FASHION TECHNOLOGY),Degree,UNIVERSITY OF ELDORET,,15.864,25.015,17.459
BACHELOR OF HOSPITALITY AND TOURISM MANAGEMENT,Degree,SCOTT CHRISTIAN UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),Degree,GRETSA UNIVERSITY,,21.375,21.444,
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),Degree,KENYA METHODIST UNIVERSITY,,,,23.013
BACHELOR OF HOSPITALITY AND INSTITUTIONAL MANAGEMENT,Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,26.523,23.962,26.561,27.435
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),Degree,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,26.381,25.531,27.035,26.52
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),Degree,ZETECH UNIVERSITY,22.619,21.375,24.231,27.045
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),Degree,MACHAKOS UNIVERSITY,26.125,23.996,26.811,25.757
BACHELOR OF SUSTAINABLE TOURISM AND HOSPITALITY MANAGEMENT,Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,26.091,25.03,27.295,26.114
BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),Degree,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,,21.375,21.444,22.544
BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),Degree,PWANI UNIVERSITY,27.353,24.772,27.459,26.592
BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),Degree,KENYATTA UNIVERSITY,30.444,29.608,31.532,30.723
BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,Degree,KISII UNIVERSITY,25.298,21.375,24.435,22.544
BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,Degree,RONGO UNIVERSITY,22.435,23.57,24.915,22.544
BACHELOR OF HOTELS AND HOSPITALITY MANAGEMENT,Degree,MOI UNIVERSITY,22.894,26.119,27.875,27.586
BACHELOR OF HOTELS AND HOSPITALITY MANAGEMENT,Degree,MAASAI MARA UNIVERSITY,27.31,26.074,27.916,26.827
BACHELOR OF HOTELS AND HOSPITALITY MANAGEMENT,Degree,UNIVERSITY OF KABIANGA,24.101,23.329,25.908,23.984
BACHELOR OF HOTEL & HOSPITALITY MANAGEMENT,Degree,UNIVERSITY OF ELDORET,26.44,24.844,27.599,26.952
BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,Degree,ALUPE UNIVERSITY,23.083,23.319,24.604,22.544
BACHELOR OF HOTEL AND HOSPITALITY MANAGEMENT,Degree,KARATINA UNIVERSITY,24.717,23.369,25.393,25.004
BACHELOR OF SCIENCE (ECOTOURISM & HOSPITALITY MANAGEMENT),Degree,EGERTON UNIVERSITY,27.917,27.305,27.769,26.373
BACHELOR OF SCIENCE IN ECOTOURISM,Degree,CHUKA UNIVERSITY,25.581,24.837,26.382,24.647
BACHELOR OF TOURISM AND HOSPITALITY MANAGEMENT,Degree,RONGO UNIVERSITY,22.458,22.999,22.353,
BACHELOR OF ECOTOURISM AND HOSPITALITY MANAGEMENT,Degree,KISII UNIVERSITY,23.063,21.375,23.021,22.544
"BACHELOR OF SCIENCE (ECO-TOURISM, HOTEL AND INSTITUTION MANAGEMENT, WITH IT)",Degree,TOM MBOYA UNIVERSITY,21.964,21.375,22.817,22.544
"BACHELOR OF SCIENCE (ECO-TOURISM, HOTEL AND INSTITUTION MANAGEMENT, WITH IT)",Degree,MASENO UNIVERSITY,28.14,27.327,,
BACHELOR OF SCIENCE IN HOSPITALITY MANAGEMENT,Degree,GRETSA UNIVERSITY,,21.375,21.444,23.61
BACHELOR OF SCIENCE IN HOSPITALITY MANAGEMENT,Degree,KENYA METHODIST UNIVERSITY,,21.375,21.444,22.544
BACHELOR OF SCIENCE IN HOSPITALITY MANAGEMENT,Degree,KABARAK UNIVERSITY,21.764,21.375,21.444,26.223
BACHELOR OF SCIENCE IN HOSPITALITY AND TOURISM MANAGEMENT,Degree,UNIVERSITY OF EMBU,25.735,,,
BACHELOR OF SCIENCE IN HOSPITALITY MANAGEMENT,Degree,MOUNT KENYA UNIVERSITY,27.319,27.515,27.433,29.029
BACHELOR OF SCIENCE IN HOSPITALITY AND TOURISM MANAGEMENT,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,23.048,23.506,25.043,23.257
BACHELOR OF SCIENCE (BIOTECHNOLOGY),Degree,KISII UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (BIOTECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (BIOTECHNOLOGY),Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.953,28.159,26.759,26.674
BACHELOR OF SCIENCE (BIOTECHNOLOGY),Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (BIOTECHNOLOGY),Degree,PWANI UNIVERSITY,,15.683,16.974,17.459
BACHELOR OF SCIENCE (BIOTECHNOLOGY),Degree,KENYATTA UNIVERSITY,22.345,25.602,25.106,27.845
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),Degree,KCA UNIVERSITY,,18.814,18.638,25.077
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),Degree,TAITA TAVETA UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),Degree,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,29.514,29.277,31.838,30.486
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,UNIVERSITY OF EMBU,27.469,26.283,26.252,22.49
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,CO-OPERATIVE UNIVERSITY OF KENYA,33.614,31.768,33.547,32.1
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,KIRINYAGA UNIVERSITY,23.847,21.468,18.638,19.223
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,TECHNICAL UNIVERSITY OF MOMBASA,29.049,29.323,31.706,30.552
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,KABARAK UNIVERSITY,,18.814,18.638,22.785
BACHELOR OF INFORMATION TECHNOLOGY,Degree,ALUPE UNIVERSITY,20.933,,,
BACHELOR OF TECHNOLOGY (INFORMATION TECHNOLOGY),Degree,TECHNICAL UNIVERSITY OF KENYA,35.975,36.399,38.039,36.852
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,KAIMOSI FRIENDS UNIVERSITY,21.915,22.998,18.638,19.223
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,ZETECH UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,MOUNT KENYA UNIVERSITY,27.771,29.619,23.496,32.755
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,38.307,39.851,40.27,37.337
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,MURANG'A UNIVERSITY OF TECHNOLOGY,30.543,30.317,29.606,26.873
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,KARATINA UNIVERSITY,26.545,25.372,22.568,23.427
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,25.762,29.204,29.029,27.427
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,GREAT LAKES UNIVERSITY OF KISUMU,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,33.018,33.591,34.511,33.78
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,MULTIMEDIA UNIVERSITY OF KENYA,36.113,35.385,35.394,34.607
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,AFRICA INTERNATIONAL UNIVERSITY,,18.814,18.638,19.223
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,Degree,UNIVERSITY OF ELDORET,30.026,30.177,30.339,29.468
